,0
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,0.05752948830787887
15,0.05673670149774568
16,0.05685019757171576
17,0.05739865591561288
18,0.05774421980416268
19,0.05786412374537602
20,0.057017150138712135
21,0.0569277448745389
22,0.0572345628503575
23,0.058148801185078466
24,0.05946127857504988
25,0.05966192370393578
26,0.05971337125439151
27,0.06035950424931229
28,0.06021395977333301
29,0.05964376770120641
30,0.05993841624255095
31,0.06030148667754512
32,0.060260463654344364
33,0.05973259776765613
34,0.0605018496135586
35,0.06108079403172402
36,0.06086869043023805
37,0.06155522434259442
38,0.06119516089570178
39,0.06061470298315075
40,0.060067969139176176
41,0.059576432680842846
42,0.059023476111953715
43,0.05967952646099247
44,0.06046996431830244
45,0.06058408310627987
46,0.06004966952759014
47,0.05966211901575202
48,0.05953938563469259
49,0.059457483684256546
50,0.0590093836472116
51,0.059133034409981515
52,0.05791582167518112
53,0.05804229001573694
54,0.057736410634769066
55,0.05787752102556173
56,0.05738213245658574
57,0.05682024271939222
58,0.05656669326468806
59,0.055860730072123985
60,0.054716780510475085
61,0.05494229341498066
62,0.05502427578305864
63,0.055145148704472485
64,0.05463286298286478
65,0.05480329311329352
66,0.055964317255827824
67,0.05637299117804869
68,0.055605027194369355
69,0.05574728997106207
70,0.05555149827915247
71,0.05630565259858961
72,0.05728676518091901
73,0.05704669377011224
74,0.057093053088787656
75,0.05774949228717565
76,0.058025269997984304
77,0.05848975014538682
78,0.059327745295537214
79,0.06084083610166687
80,0.061231010614176816
81,0.061024392794219576
82,0.061302919906453784
83,0.06202362932775519
84,0.06257521637549511
85,0.06311032601466289
86,0.06355378795448276
87,0.0630710565131711
88,0.06377970010854872
89,0.06450103002274771
90,0.06505367766636681
91,0.0653790448521714
92,0.0650413606976609
93,0.0641369985571032
94,0.0634102960789063
95,0.06371731651353313
96,0.06339825490819374
97,0.063299333052903
98,0.06406653860913673
99,0.06374408029301845
100,0.0637227169949202
101,0.06339182073962267
102,0.0637793471132006
103,0.06362619211239985
104,0.06357944935523839
105,0.06360524757004485
106,0.06378524141142804
107,0.06389605041970847
108,0.06426954497255197
109,0.06366780853295304
110,0.06380929599169265
111,0.06397383289168317
112,0.06402378101634165
113,0.0635356442624502
114,0.06389765585404364
115,0.06470140952145119
116,0.0649115651063245
117,0.06458973344389377
118,0.06424579426588344
119,0.06440935925064402
120,0.06465420453500004
121,0.06391331155958138
122,0.0639548665933711
123,0.0640890741343856
124,0.06451842069581748
125,0.06377444357816787
126,0.06325745991015845
127,0.06277188153211685
128,0.06262817599067953
129,0.0627503124245988
130,0.06234241770727634
131,0.06297511232842132
132,0.06358271412997568
133,0.06423340706701695
134,0.06480846548940834
135,0.06492606051659981
136,0.06510392033509368
137,0.06515398505779063
138,0.06495035541735812
139,0.06508846831999943
140,0.065603256825358
