,0
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,0.04265310352134506
10,0.04252910303096437
11,0.04261794205119904
12,0.04265470473778553
13,0.042943206063413994
14,0.04282126110700882
15,0.043339765206107196
16,0.04349811949774395
17,0.043791866469005784
18,0.044027905307403595
19,0.04404936857815574
20,0.043835337387775196
21,0.043659906608724375
22,0.04359254279489288
23,0.04343748165913054
24,0.043595816700401566
25,0.043584513236682616
26,0.04368591351643967
27,0.04380401933682326
28,0.043220773513150304
29,0.043153619732668444
30,0.043221710350396625
31,0.04371423031555166
32,0.043942954366760094
33,0.04437990095459775
34,0.04438675699098367
35,0.044013846097167506
36,0.04334682751380899
37,0.04311185210902765
38,0.04351246037027433
39,0.04339945304173263
40,0.04348344473964125
41,0.04370079718835286
42,0.04394036355485277
43,0.043549182629035635
44,0.04319815988904767
45,0.04342861579887753
46,0.04397131561113685
47,0.04446347783069667
48,0.04427074562205798
49,0.04417473558662231
50,0.044535438416693905
51,0.044100779586959425
52,0.043895802784895376
53,0.04454230632295029
54,0.04518001810522364
55,0.045151228808896916
56,0.04510166081634447
57,0.04490064011844973
58,0.04490044973614079
59,0.045603541086109436
60,0.045263320012407855
61,0.04532016165469081
62,0.04510179383322937
63,0.04433593283788671
64,0.04390561693714016
65,0.04377399702185786
66,0.04428732537594429
67,0.043938066521496275
68,0.04412153472544802
69,0.04368671322275065
70,0.044110865540278085
71,0.04413986852137806
72,0.044163307472909086
73,0.044121951753156266
74,0.04420495974544959
75,0.04449000080483452
76,0.04400911603939087
77,0.043930328336108715
78,0.04331082868628885
79,0.04297053273937389
80,0.0426899798933079
81,0.04233526289260615
82,0.042217017897719575
83,0.04283993396193377
84,0.04247089764712351
85,0.04219680905529655
86,0.04236220081855316
87,0.04211766167571047
88,0.04320646784634432
89,0.04364069544413603
90,0.043927670644421914
91,0.04503718504566906
92,0.04597013341806722
93,0.04548799888780004
94,0.04561634899951271
95,0.04574693125860606
96,0.04519499853308575
97,0.04515120736936413
98,0.04447029468891296
99,0.04539053119060069
100,0.04523949160249392
101,0.04562225256066586
102,0.04510348892537169
103,0.04577619962015207
104,0.046754768244269655
105,0.04745102270056041
106,0.04832080174958965
107,0.04933180534446229
108,0.05084871553655531
109,0.0508035168908539
110,0.051393561140929564
111,0.05088321166975109
112,0.05124893990374159
113,0.050934076431037555
114,0.05054800422613461
115,0.05018807405156903
116,0.05047464204934092
117,0.05049525629482669
118,0.050004155451106466
119,0.04987270686279014
120,0.050167601344839566
121,0.05060151825492822
122,0.051115310519059265
123,0.05179750655880473
124,0.052725054422379417
125,0.05327249494105626
126,0.053626302949944096
127,0.053920553561855454
128,0.053879518601897804
129,0.05389192102469714
130,0.0534427017714437
131,0.05342107863287204
132,0.05319277154802863
133,0.05308564095885243
134,0.05292730497332791
135,0.05283768682997221
136,0.052616375785500304
